Age,Screen_Time_Hours,Social_Media_Hours,Sleep_Hours,Study_Work_Hours,Physical_Activity_Min,App_Unlocks_Per_Day,Mood_Score,Addiction_Risk
30,4.215567833630656,9.617819887371155,7.207323440718289,6.712444747291428,54,146,7,Medium
29,10.511396750958545,4.470219916886434,3.424825884068402,6.573755902317863,107,245,10,High
44,6.712826902807964,3.4801568953385735,7.996042842523208,10.223775367373538,104,133,6,Medium
44,4.872015528680283,9.753647105797162,8.660753803584672,5.078685397377764,47,187,7,Medium
29,6.926907181287479,9.390849200810399,8.788722031020075,3.3713180124089552,139,240,10,Medium
44,1.925687328036023,6.59837432777435,5.59523252589407,3.8566954436216356,101,222,1,Medium
33,11.382935822094712,0.6758200610788125,6.739217045805297,2.8113599292061178,63,139,1,Medium
26,4.162925063778573,7.611082273962433,8.144187344823122,7.078629269924752,171,157,1,Medium
37,10.430357601508616,3.6877953003990123,4.340543940257606,8.772581929956171,162,247,3,Medium
34,1.8885288288265314,4.18866219311548,3.1662160125480345,11.339852012340073,31,102,1,Low
39,13.416281230153919,2.0080502252851917,,9.508149740101938,65,21,3,Medium
17,3.509194810274082,5.472851796716544,8.306226354106002,7.831107146439118,62,75,3,Low
19,12.475646990692045,7.573249663935779,6.030431469272931,10.639539354680343,171,85,1,High
33,11.523151725000648,3.09360562188415,6.181313691073715,10.922130602010315,70,32,8,Medium
21,13.582179013058408,9.417962626412065,7.148844271415328,9.123856414990996,122,178,3,High
35,7.212578592294745,2.350000132028066,6.447103562245529,2.5628459422026832,176,59,4,Low
23,10.45616481999737,1.1294922356471169,3.326859834228113,4.917623138748262,119,84,10,Medium
21,5.819238541491193,6.621456796824059,6.36516075088196,5.361859583687222,168,225,3,Medium
32,3.3967870942560197,8.568527952860444,6.8877531053253325,11.973814137308764,70,163,5,Medium
18,6.759987128134835,9.554762163421366,6.849574666933793,6.6416257626808175,34,96,7,Medium
39,3.1547372000499134,7.788124599906928,7.370064954468184,9.618852459781746,78,136,10,Medium
42,13.766580096222992,2.396675109307687,6.119521662582875,10.137972739239338,5,194,5,High
28,2.251204384829313,9.787781255635439,8.400352786512974,8.532601189774285,11,236,3,Medium
32,8.659752404884065,9.234640822274006,5.785563680547254,2.1827646414131023,131,142,5,Medium
40,9.144030118302727,2.050090516243251,6.109118838073091,2.19349483884287,33,121,10,Medium
23,7.995034057362705,5.808465355695582,7.681834537697574,10.187779165950888,34,26,3,Medium
40,9.608416514253836,5.777415546344299,7.999409854292465,9.392399734313681,103,241,9,Medium
35,2.5103500751545824,4.704080392229973,6.890168801988377,7.361165286604228,96,36,3,Low
16,8.215240814668784,9.850672637467044,3.7582392759799284,4.488657164748541,122,144,4,High
34,4.7337634246557005,1.0664112532121013,4.991712564977833,2.8671369956021735,6,235,9,Medium
42,13.222288822913736,6.458484630214055,3.1209333141602302,3.6426836664808695,136,121,4,High
29,10.906931494716435,2.4503844154486956,4.77269884893895,7.803237744050353,28,164,10,Medium
42,13.642688268076654,5.509646444944116,6.42146574756845,7.458266359108075,178,228,2,High
21,1.488228906622464,7.907537331981429,7.831384436081233,11.412669281281582,6,137,10,Medium
26,4.706731277349213,2.84390463010119,6.513898641613967,11.572767180753456,119,236,6,Medium
43,3.540493626298537,4.23691569158991,,7.760068464239333,17,80,5,Medium
22,1.1450096350537966,9.532296705663791,4.554638759239774,10.414326002055262,94,92,5,Medium
29,4.150234493202179,7.734067008342941,6.46837008871383,10.12249516111082,19,150,6,Medium
17,9.824087785765576,5.940870252862438,7.254286329616342,9.523765669345345,22,192,6,High
28,4.004155987749391,2.608975184163809,8.198723100116567,6.373380154325556,57,206,9,Low
31,7.617044791274036,,8.805871296853132,5.894063133128663,46,205,10,Medium
18,12.541635494544982,7.853582530974266,8.350719727754992,4.64133973958233,21,51,2,High
32,10.018852964537977,8.295159242044774,5.803967921326905,11.370950085740011,171,86,3,Medium
22,6.130177908778416,2.8237588823527897,,10.34425349915305,168,20,4,Low
18,5.842096205857408,6.789571998961683,4.443166798645708,3.771157754266419,78,123,4,Medium
16,6.924565582110302,,3.3829847670442064,4.524630909441802,12,27,2,Medium
44,3.301538733778783,0.7205169207794121,3.3304140843958545,7.813276010750644,10,49,4,Low
20,9.242009976407845,5.712402272613701,4.4478341080752495,6.135997735444072,26,246,9,High
36,5.733986648359871,2.631608615664073,3.2252465108769552,4.138976458100369,46,238,8,Medium
24,12.080749540406568,1.2496642968002623,8.101634483609974,9.91156551726846,17,202,10,Medium
18,10.835184580751612,7.4333689725046845,5.93952454476708,2.0155312872446443,91,75,7,High
36,8.93667113319808,5.230758589464128,7.865400244150673,5.432765334712638,129,224,5,Medium
43,5.734628894443709,8.06463160410528,8.639389661148412,11.293499125660167,11,25,3,Medium
32,3.729113811755297,6.807470276965291,8.963447319303082,9.607679981465143,120,179,4,Medium
40,11.089974233373097,7.4331469291971555,8.622984056871873,6.0128497802860785,3,86,1,High
26,7.323318286884125,3.4199255223110483,7.29934078302589,11.287284185823506,40,87,6,Medium
16,3.9217504963056475,3.0011203439907455,,11.00803205731812,109,47,2,Low
24,3.537269995520081,6.208311474904982,6.587909034367149,2.5258372391334865,15,128,6,Medium
44,3.1502117585176674,2.4007803337818014,7.898978207457398,3.2794109728725243,160,127,4,Low
18,11.103095550672736,8.246415098504201,,5.8723029790477135,171,234,6,High
28,3.976833408904052,5.4677416052552665,8.738810811623285,11.293976515571535,58,32,10,Low
30,7.846349425827567,2.6564043573037295,7.383634194341939,10.442051697664837,77,106,8,Medium
29,6.870102692649734,6.439098207134131,6.239721294729973,2.477617142009241,27,86,9,Medium
22,8.534941689967692,9.477839483294368,8.810230258921543,7.123309377442603,106,146,4,Medium
28,12.403013704825526,1.279899902612354,8.75174977060675,9.202532954131515,96,57,1,Medium
37,12.280716071062498,1.538779469478278,5.865317025511268,4.759226861437271,175,43,9,Medium
42,6.863988933723175,8.516471895201729,6.89195034296777,9.22524499788136,87,31,6,Medium
39,,1.541140858385299,7.855602887352839,5.697254883885569,155,28,5,Low
44,6.543769474285941,0.874066008853384,5.598474640108851,4.7405650068071585,154,20,5,Low
22,8.880515986513824,3.8053405199414927,,5.925648270307401,12,167,1,Medium
35,8.250941868274804,4.933705906755177,3.668732834911418,11.508010002842704,1,203,10,Medium
30,9.467369375402672,5.909722148561553,5.886910325116089,11.052943759321138,123,100,5,Medium
27,3.0029845221500855,5.319352209360374,5.89567499333387,11.139512865151337,92,51,7,Low
32,9.404956284149524,9.175253345252077,7.1079423370074135,11.173791084574619,144,88,3,Medium
29,3.374471043669039,,3.6984780610521417,3.7827409112723402,145,103,4,Medium
35,10.756811749057736,9.846197430686253,3.619262600701689,10.9606139905559,141,237,5,High
38,5.40813897241484,5.026326520640562,8.403568874433056,4.122764357636671,89,139,9,Medium
40,10.228640633958896,1.3011312934721997,4.82244878672017,10.381356177314693,5,200,3,Medium
39,1.6222527857793922,9.577541107957309,4.961534269848231,7.418988859865167,143,175,3,Medium
42,6.302180332681874,0.5390750350964248,7.6611692801705225,4.399622775469346,84,26,8,Low
42,,7.87291213147096,5.489454216669414,5.985204129926908,170,155,9,Medium
42,3.9493167123094235,0.7971792923309549,7.997542524593513,6.333781834356808,174,170,5,Low
27,11.338731582363893,7.731534811190565,5.4088123869841045,9.331712512848984,134,26,9,High
23,9.200136530364116,9.410419928556514,7.5635985972464495,8.06021471547795,174,126,4,Medium
43,8.638303037947377,,,10.167821588156809,70,171,8,Medium
29,5.5961351046563825,2.789166086587318,8.614968758029386,5.968049873974486,74,195,8,Medium
27,7.271869114954528,2.649651948862393,4.964333837752008,9.435905356855468,42,234,7,Medium
15,8.76554091271209,5.171317619426932,,9.92804500850439,95,101,7,Medium
39,7.142007480893576,2.1234268396895195,8.819919097464108,2.6314428333222577,82,107,5,Medium
21,10.07807321122728,6.892774491267264,7.425150587798669,5.756381660883213,50,96,3,Medium
23,6.638060130390475,3.999347396139562,7.635404031746,10.859894925012046,84,209,1,Medium
38,3.6295513626463944,3.569540177830961,4.775860493682494,9.049759184234528,2,27,1,Low
15,3.781139176413614,4.882212974436342,6.192266383734811,6.184463474201782,104,192,9,Medium
26,1.0754489949582342,5.654581273177643,4.881245912575408,3.829742525218687,173,234,1,Low
22,4.912450302262742,1.84833749145856,4.559213321155867,2.9661083693871797,94,60,1,Low
38,10.735929326220756,7.223751956070012,6.211447125763301,4.293508089831389,165,130,3,Medium
25,11.324115214888923,8.887997449100599,8.926563745499303,4.4469244218936606,102,38,1,High
33,3.6320780472447503,3.140875703911227,4.287735883286134,5.706619458512288,128,38,2,Low
31,13.4675719593283,2.213713567380106,4.455119154525235,3.769216425632915,84,157,5,High
22,7.531236315241648,7.724801525331104,4.458773930068169,3.460475340506331,13,54,1,Medium
17,12.920723737240534,2.24364637577367,7.75021356967974,10.44006756227435,37,29,5,Medium
17,10.187948664201205,0.8919240234480879,6.062892366687986,4.4953824216917635,35,91,9,Medium
15,10.39163449929137,6.3828105936364,5.3086059403856485,7.616053692068298,124,191,9,High
41,2.1055670769789248,2.7776384549008273,8.062739006203147,3.9929954803464045,93,159,1,Low
19,3.8598846496600987,2.1321988848213174,4.784943830163216,6.917535061400673,124,205,5,Low
24,,9.82522604628781,5.353307392047688,4.767120135506966,36,171,9,Medium
21,10.309659326197588,3.2727173422974127,3.441723355760571,2.86799678119562,125,26,1,Medium
40,5.47769774957063,9.08271125704759,3.7134606112501007,11.821758295739265,85,233,10,Medium
23,11.226482708992508,2.193078275941741,3.820386400326954,6.578061165360583,158,213,8,Medium
42,5.4061708591813415,8.280282754593134,5.08185143065381,5.930473982884289,45,247,8,Medium
21,11.651338779885194,5.26917929396058,,3.9912213043017757,130,39,8,Medium
23,,1.2466503066019552,3.0044658893344867,6.953658803915673,51,34,5,Low
22,3.2538510378476064,7.469250289613938,4.139593868998993,8.352189854646603,81,38,5,Medium
26,5.431395014591175,8.97469703148041,4.053900121146186,5.046500781187486,95,30,10,Medium
16,6.310336055469553,,4.5200810927311,6.8041840041165855,139,21,1,Low
15,5.5331365409587185,7.393107302193665,3.996485556319376,4.370810450137134,147,188,8,Medium
30,10.927411422801859,4.727998931194676,4.170769086983468,7.277130817235696,150,217,2,Medium
37,,7.661769305938824,8.903282165783986,9.872144801536948,28,67,9,Low
37,5.565821255300345,7.282315507760404,6.568381554927678,2.6021344617059854,15,60,9,Medium
44,11.884119993700972,0.7527021893985515,7.576158989119181,7.178389675652312,99,139,9,Medium
38,1.8683620044082359,2.197849841687974,7.916060262484131,5.993630823117295,159,168,8,Low
19,13.250465599727647,4.974758807856607,7.006083584555671,2.7404134152831032,55,84,7,High
17,13.822118949536167,9.369144633164762,7.224481620163458,11.405090649104018,0,125,10,High
26,2.151386259726041,3.749697839170614,6.793700667211706,4.598429844307546,168,162,3,Low
22,4.786542789324581,6.4742979676617285,6.896240868277787,7.646115349848225,100,200,10,Medium
36,5.84120865845963,0.6147955823870737,8.570697775425566,5.7262025107869245,90,69,2,Low
41,11.09308779248544,7.25570575469597,4.114430843252866,4.711327070255668,81,38,9,High
17,8.74704855751754,6.229148496151644,4.648380214957616,7.2718065062221875,28,249,6,High
15,9.376754106403375,7.2962500928497755,3.5595512929124244,8.890285964634723,71,36,4,Medium
17,10.847627696640577,9.094275823736977,8.023946777785632,9.85535200864181,87,207,9,High
19,2.533726992681334,,5.692531941767092,8.339244750441214,137,115,10,Low
29,11.83172293983341,2.9851011620766372,8.442627363285146,7.262959898284719,51,165,6,Medium
28,10.173057454341873,9.95991847559735,5.470054279478234,9.772616495150755,66,132,5,High
17,8.505442427552815,1.984697605841456,5.655684948489061,7.174558997864372,22,207,4,Medium
15,12.566559352179736,7.34595656199725,5.690139007725499,11.742268368983705,154,173,8,High
19,10.103982600489493,7.3882211498535675,6.674958553086035,7.267407042619689,41,248,3,High
40,3.62209951420333,6.98844058923791,7.596744701795173,5.172471445578816,23,93,7,Medium
37,6.586689953983668,2.660685598488488,5.107753656703312,6.463619902006411,62,181,1,Medium
28,7.422557270164533,2.543773600531772,6.780992720533918,6.8999007828912164,106,101,6,Medium
21,1.7178291477552734,6.830240146330486,4.223804620541609,4.834860877042754,7,80,9,Medium
41,13.410287673680724,2.269376752362552,6.3242826270086985,3.587428252692271,135,77,6,Medium
23,2.67150439035942,,6.27950939906208,6.313834141955857,174,82,3,Low
29,10.06699647394745,5.179018679240522,8.332295193889722,10.970328196377668,16,77,4,Medium
29,7.581003469181442,4.172974242669149,8.375071343098362,4.555311724645274,32,202,10,Medium
40,1.3332192484974936,3.3522073190904846,5.923266949797454,5.618186649072821,127,167,10,Low
24,13.021717186236701,9.501980866569609,3.147596794670304,9.57723015204918,9,79,9,High
42,12.073878514646132,5.326889748556482,8.067731703709015,2.8227329214048806,111,80,8,Medium
27,7.815353062749862,5.831893643854139,3.0037348233910315,10.250705509981525,138,189,4,Medium
33,,9.517932804524461,5.869521813045262,9.2027881841616,50,68,7,Medium
21,2.5810975788412254,6.7118345219227695,3.1187409458007407,7.497641407563197,113,36,10,Low
31,,9.599602813689861,5.115547766136137,4.094787943226969,71,101,1,Medium
34,4.320567653599177,1.5104840349656352,6.820588116399444,2.926785611667987,156,39,10,Low
43,7.586985613081883,8.543076501837836,5.227205418324484,4.317191086639044,83,86,6,Medium
18,13.563320849604576,3.686438966219363,8.561348151461138,9.614952393082074,33,139,8,High
44,8.474395411985338,8.19963148816824,6.844581800668853,11.334946190299817,103,244,5,High
19,,8.628547929852296,6.8786632353284425,9.37888191841617,117,239,1,High
37,9.461424887445105,3.0791349183542804,5.246622275816218,7.276170217278548,138,41,7,Medium
21,7.178204845633606,4.38389085689705,3.231261145777558,11.50682737337329,135,187,2,Medium
27,12.109898315533826,7.397136365991588,7.429078340951736,10.285673393728551,0,72,1,High
29,7.1277854322489675,1.4410284935212214,7.297468383266794,8.558373208754617,26,79,4,Medium
25,12.292166216634692,7.67756857622373,6.180750162022904,2.379046972163529,114,228,8,High
43,4.790498004484949,1.549492797520068,5.497608235546145,4.877335081218471,176,234,5,Low
18,2.6745699589188456,9.187329456546552,6.229902300051728,5.082100913650089,19,54,10,Medium
27,12.119088036718198,3.1252232863153577,7.480892424902312,5.472452627957221,116,246,1,Medium
21,8.636397129304669,5.9681937952398805,7.276712584727192,5.893856571022203,46,51,1,Medium
41,12.558201177236482,1.6129582507245914,6.948657973969142,11.393692721146227,21,236,7,High
33,13.191753690900981,,8.422663604419975,9.41872408099361,21,101,6,High
36,1.6971690748288393,4.337572913127501,6.65933026380182,8.919349870571638,125,68,10,Low
42,7.512600924165288,5.126964328488636,3.0870578852702235,6.26514958811735,78,96,1,Medium
16,5.87453913796888,0.5006412276424571,6.708383013811529,5.375496083014472,76,135,9,Low
24,9.136159161911523,8.94222974261445,6.675355474021677,3.1957819077529033,78,76,5,Medium
27,11.316685563630205,0.5729106908093327,3.4178169810326295,6.5349547359591575,55,80,1,Medium
44,,7.8500033484470375,5.566378525895766,4.05342375475672,21,194,7,Medium
39,8.238378996851232,4.970499667385524,6.906577571749965,5.910104037430094,111,229,3,Medium
35,10.213471538763695,5.476860236563076,7.2270073904883105,3.5639126052775354,171,126,2,Medium
20,2.747604076864542,,8.35829775142778,5.439959102135132,80,29,6,Low
42,11.582869777366469,6.2699993282841895,8.048285884259283,2.4297936992394966,127,50,10,Medium
42,8.87942479808865,5.603703137109796,3.699310855865595,2.0602320095549214,121,124,2,Medium
26,13.343986682477473,2.060245862892806,6.652706559824487,10.69909222881396,172,38,6,Medium
26,5.413875948699013,2.762130512817582,6.578888467179879,8.412641068917573,168,91,8,Low
34,2.4058972503835827,1.135584475618343,4.822487506065597,7.876666541328816,49,195,6,Low
44,7.584515613480029,1.1296939348498005,4.104634236707355,7.137940163279677,73,91,10,Medium
44,2.115540032222705,0.6308699665480524,4.197051953963408,9.267291772963663,170,79,3,Low
25,13.603844803212088,2.5945060920892957,4.0652866142407404,9.361656050283191,116,228,8,High
40,1.50290445734349,6.956781660272029,7.83758203448992,11.352513679431235,145,153,3,Low
37,10.795550714395004,3.5040461873523845,3.8903583039485294,4.444105000008525,168,139,2,Medium
42,7.826331175849172,3.755975563740078,4.586351864050832,9.85198809868333,106,226,3,Medium
39,5.792068482477752,1.7531012359267246,4.306730427130284,11.911577402258038,90,118,5,Medium
21,1.8559481386125105,5.96697134273599,7.27714099445419,2.2902185953003777,7,76,8,Low
44,9.088170014256901,3.750364594694004,3.95037536635279,5.7398542573098394,120,212,10,Medium
15,8.607864282082417,6.92500963258704,3.144389715650873,6.3603586760993895,17,56,1,Medium
15,4.651482549878796,7.543864954004258,5.2453525315093925,10.218323316682081,109,197,6,Medium
39,12.832882118334057,6.05458231485963,4.83056556690592,2.1374341536485533,93,44,9,High
41,4.95343009545688,3.1226605997143446,5.386228229734505,7.986195321350689,152,25,8,Low
44,6.84643033769738,5.331774093703916,7.522894434680255,10.925788100152923,50,234,2,Medium
39,,2.8933426444818817,3.0742014533709705,3.476270584525218,128,74,8,Medium
34,2.3030144162917194,9.077671935862222,3.226245610425353,3.1557361686297973,101,129,6,Medium
27,13.118102349777221,7.780664625784294,4.533867791194846,11.997864387066695,176,233,5,High
23,5.868969981863534,5.18355610705288,8.335250917678955,10.259589346989895,140,208,2,Medium
17,2.050129780366467,9.671842860192392,4.014447003586582,8.97418515414104,88,121,2,Medium
21,6.034785257779289,5.694176743936786,8.982227740689641,5.989812325954523,63,244,6,Medium
20,8.802633112203548,3.6210870310910077,7.834155396428201,10.539629741688838,7,43,2,Medium
22,7.677484733677284,1.4069393575434472,5.736819318775277,11.227730055410108,146,49,1,Low
41,10.029045662484563,5.665583625727429,7.48717347149164,9.32408548065399,61,70,5,Medium
23,1.721291246882838,8.673957810022783,6.112890749621475,5.980947797464918,167,190,7,Medium
44,4.69902793353673,8.733827917486263,6.395953587839156,7.835371078352136,117,173,5,Medium
19,11.64999749892133,6.2433871334861095,6.484630451513105,2.985172629730898,52,148,3,High
15,2.0386179412876912,4.237664450725021,6.892323077181727,3.580204751076245,112,227,2,Low
33,12.121317411047448,,3.3645851401835394,9.830373428921408,104,194,3,High
24,2.194649197002381,7.740333368310875,6.6989886296181,2.2931547215311205,113,38,6,Low
26,11.84790479359205,4.410435451744199,7.301691491151065,2.491959973023847,104,183,8,Medium
38,,5.024414607541791,4.864338810220278,7.080234915859528,116,211,6,Medium
29,8.958717822343806,6.965854920090458,8.871472982840142,3.7052927625870753,2,81,9,Medium
41,2.987532503423976,8.82819975797609,3.866670516068666,4.93704077650797,121,239,9,Medium
36,1.8601933824273509,8.01459859235161,8.462655135170323,5.988314247870419,28,24,3,Low
38,3.807196652261756,0.7127180085433125,7.058696447674299,7.222554006522371,79,67,7,Low
23,2.662099632813042,1.6815372659535845,6.985886869132401,4.835347212772979,134,174,8,Low
34,,8.601392712712457,8.256135959517993,6.835464690924894,61,101,3,Medium
31,7.686982204643263,8.42131686642782,7.990375267803838,5.706845791551316,84,95,5,Medium
44,8.653873026345124,4.193664439912737,5.072606593796692,2.8103110957801674,170,89,3,Medium
31,11.268285395936658,6.050640262397823,7.232218813894268,10.671273830352563,13,206,7,High
40,9.531118612228662,9.10552733307214,3.3036154961215685,4.81365903205251,166,148,5,High
34,8.913858226684189,9.159807469567415,5.784110593354859,8.093732661473084,23,190,1,High
26,6.35316635731507,7.939382034728462,8.626663564345886,7.698002152718847,32,20,1,Medium
44,7.159509654481803,2.49109491441695,4.644536686807935,3.9916678234966345,115,183,9,Medium
21,,7.437686669862477,3.2998247343930993,2.299581704304007,85,175,5,Medium
16,11.94815839079798,1.4604351072970378,6.497669951648493,10.56931414811984,61,28,10,Medium
17,3.9900058831291982,8.992415364818406,5.1305985783987635,6.97689855477267,61,71,2,Medium
31,1.0743721100455401,1.916913633997788,5.278100820595239,6.144675147527143,113,41,4,Low
19,9.467158663941111,6.792312081058784,6.494743122340891,9.62910515031349,111,190,5,Medium
31,3.632008387304808,6.297311105397313,6.729534356089316,2.3315892171728407,13,127,9,Medium
38,12.57149677202752,7.8805467308560395,,9.652152837183756,95,152,2,High
31,12.16760228618653,5.739986272405327,6.045295453136903,6.089144633737234,61,97,4,High
41,1.9974558350666767,1.0658824660694557,8.959534540474833,7.51623705320333,25,227,8,Low
31,2.3830492703830055,7.205539413419417,8.74288774820733,9.524392405465417,4,146,3,Medium
16,7.437230699206662,4.139968308935046,7.243902432145825,7.4681059202335405,174,31,2,Medium
16,8.91989461600161,3.5427075115815434,3.9688771616338947,2.61772223461511,28,186,3,Medium
42,4.57380838726913,9.92089872057048,5.159760503925205,9.286008912297188,148,231,7,Medium
36,10.31837031709182,6.108797776617414,8.298529344520954,9.863416339967856,152,72,9,Medium
37,8.73390827194533,7.251831196059407,5.54139549707511,6.618931580385729,79,234,5,High
19,5.222713426731211,5.500098300888659,8.7322058962577,6.390594063171548,83,73,10,Medium
15,1.3298293445501028,7.814740136540701,5.929810699554172,4.519255596355379,74,65,2,Low
15,10.75195365688073,7.644690987249764,8.170614805230759,8.44162757431136,55,37,7,Medium
33,3.791797655726075,6.742888098961524,3.212273397167988,10.819885139891294,115,26,3,Medium
44,11.848158665014168,9.97855908371588,5.604982168756649,8.559687408649841,31,216,7,High
16,6.463773380705318,4.868038573789808,7.201571104494938,9.713248890094714,135,121,6,Medium
35,8.50200675421295,7.208827308832473,8.181387194059457,10.374556446713294,129,189,1,Medium
26,12.348333495317025,8.078890646646723,6.657797356927366,4.261441932639858,154,71,10,High
40,12.227099011959394,4.072329741148171,4.039572155646713,6.021043341170895,35,85,5,High
20,5.8297544781664525,4.843162761759377,8.314764991395522,6.359596151936879,98,20,1,Low
37,3.715555605292961,9.707089030710561,6.448878976043742,7.589003648810794,150,36,7,Medium
18,11.076899010471731,0.8067646627027769,3.648109090504268,2.491821213359309,40,124,6,Medium
37,6.630042646827706,3.685308712628686,5.783080664339008,7.884071710226527,111,224,9,Medium
25,3.496545916267053,5.119023142217364,7.193660361157774,2.885214833834329,140,92,4,Low
38,12.757529450122952,0.5139174341573072,,10.065698912805917,108,140,9,Medium
41,3.575354525134136,9.041707459562812,8.224740643587326,11.63021987728105,133,223,5,Medium
31,1.335493186486004,3.2193218020155077,5.542165887364631,4.897590058957943,147,66,5,Low
20,1.2636396589764596,2.9481959050397206,6.500716137198967,7.066151248109416,89,91,5,Low
38,9.090099633905435,8.293098855860547,,10.231875450067683,99,172,10,High
19,9.601775789327895,3.140840670773516,6.076118100270669,5.146540060473029,18,205,5,Medium
34,5.043542165740791,6.747414642069213,4.337143859596374,3.5777769334881366,85,95,7,Medium
16,5.160142860211824,8.304279867068612,4.3511228876967545,9.390625237018742,139,95,1,Medium
20,5.413420895779256,8.028530053248538,4.679415253459451,8.983616211557877,2,52,10,Medium
36,9.842061107865423,7.928532005546325,3.265195604686051,7.699454606721711,116,193,7,High
25,1.7557392833487717,1.3420569137197311,3.9798578504386066,11.444367954338945,132,101,7,Low
30,13.078512584987234,1.2585461919374599,5.5461637519983675,11.551223034663018,68,183,5,Medium
30,3.892773574306804,3.414315339505181,3.7863629922440154,10.615494303810376,170,59,3,Low
15,13.9957516681472,0.8415048713621689,3.8003085031024844,4.930200854185935,52,243,7,High
23,3.229795019233431,5.2540824969330115,8.80759097028406,4.253659307523257,166,123,5,Low
42,11.030103945060906,4.250429629567074,5.562584179183237,10.357406942938233,6,151,4,High
41,3.9043630840851256,5.791746169159917,5.422396197734214,8.513608913486458,121,59,9,Low
20,2.051008421362302,3.3384911173620595,4.606413929039897,5.961260303876895,34,110,4,Low
30,12.374133216558436,5.114663028409057,6.07468295464481,6.097564765672521,101,112,5,High
43,12.163766369481595,3.680075275661011,6.576389409948319,10.533321828885137,16,21,6,Medium
17,6.246415101844818,2.3544768761214314,5.509113131756957,3.632472632239396,19,31,6,Medium
34,10.131149853025548,6.668983470809242,5.362851098730509,11.439734097962445,33,199,2,High
